id_support,operateur,action,technologie,adresse,code_insee,coordonnees,type_support,hauteur_support,proprietaire_support
2961690,FREE MOBILE,ALL,"UMTS 900, LTE 700, LTE 1800, LTE 2600",16 RUE DE LA VERRERIE 84130 LE PONTET,84092,"43.9833,4.8564",Pylône autostable,24m,FREE-MOBILE
2965475,FREE MOBILE,ALL,"UMTS 900, LTE 700, LTE 1800, LTE 2600",8 RUE DES TOULEUSES POURPRES (LES TOULOUSES) 95000 CERGY,95127,"49.0306,2.0781",Bâtiment,23m,Société HLM
2966861,FREE MOBILE,ALL,"LTE 700, LTE 2100, 5G NR 700",CENTRE DE LOISIR COMMUNAL 206  (SAUCINON) 33680 LACANAU,33214,"44.9583,-1.1433",Pylône arbre,44m,FREE-MOBILE
2966898,BOUYGUES TELECOM,ALL,"UMTS 900, LTE 700, LTE 800, LTE 1800, LTE 2100, LTE 2600, 5G NR 2100",(CAMP DAL PRAT) 11590 SALLELES D AUDE,11369,"43.2561,2.9539",Pylône autostable,"26,5m",BOUYGUES
2967478,SFR,ALL,"UMTS 900, LTE 700, LTE 800",RUE DES VIEUX HÊTRES 02470 MARIZY STE GENEVIEVE,02466,"49.1794,3.2097",Pylône autostable,36m,FREE-MOBILE
2967655,BOUYGUES TELECOM,ALL,"UMTS 900, LTE 700, LTE 800",ROUTE DE SAINT JULIEN (LE BAS BOURG) 01560 ST NIZIER LE BOUCHOUX,01380,"46.4581,5.15",Pylône autostable,30m,TOTEM
2968683,FREE MOBILE,ALL,5G NR 3500,HALL MAINE (GARE MONTPARNASSE) 75015 PARIS 15,75115,"48.8408,2.3203",Bâtiment,12m,SNCF
2970334,BOUYGUES TELECOM,ALL,"UMTS 900, LTE 700, LTE 800, LTE 1800, LTE 2100, LTE 2600, 5G NR 2100",LES FONTAINES 04000 DIGNE LES BAINS,04070,"44.0831,6.2522",Pylône autostable,14m,CELLNEX
2972546,BOUYGUES TELECOM,ALL,"UMTS 900, LTE 700, LTE 800, LTE 1800, LTE 2100, LTE 2600, 5G NR 2100",1 LES PLANTES ROUTE SAINT-LÉZIN LA CHAPELLE DEPARTEMENTALE 349 49120 CHEMILLE EN ANJOU,49092,"47.245,-0.7847",Pylône autostable,"26,3m",Particulier
2972546,SFR,ALL,"UMTS 900, LTE 700, LTE 800, LTE 1800, LTE 2100, LTE 2600, 5G NR 2100",1 LES PLANTES ROUTE SAINT-LÉZIN LA CHAPELLE DEPARTEMENTALE 349 49120 CHEMILLE EN ANJOU,49092,"47.245,-0.7847",Pylône autostable,"26,3m",Particulier
2973210,BOUYGUES TELECOM,ALL,"UMTS 900, LTE 700, LTE 800, LTE 1800, LTE 2100, LTE 2600, 5G NR 2100",44 R DES PONTS 78290 CROISSY SUR SEINE,78190,"48.8761,2.1397",Immeuble,"19,1m","Copropriété, Syndic, SCI"
2973771,ORANGE,ALL,"LTE 700, LTE 800",CR DE PIERFILÉ À L'EPINE (VIGNE DE ROCHE) 86310 ANTIGNY,86006,"46.5347,0.8631",Pylône autostable,"24,2m",TOTEM
2975056,BOUYGUES TELECOM,ALL,"UMTS 900, LTE 700, LTE 800",STATION AEP DE CARGIACA (LA ROCCA) 20164 CARGIACA,2A066,"41.7333,9.0539",Pylône autostable,"20,3m",FREE-MOBILE
2975975,FREE MOBILE,ALL,"UMTS 900, LTE 2600",IMPASSE DE LA PASSERELLE ROUTE D'ARENTHON (ROSSET) 74800 ST PIERRE EN FAUCIGNY,74250,"46.08,6.3767",Pylône autostable,56m,TDF
2980136,BOUYGUES TELECOM,ALL,"UMTS 900, LTE 700, LTE 800",ST-FRÉZAL-VENTALON 48160 VENTALON EN CEVENNES,48152,"44.2861,3.8706",Pylône autostable,30m,BOUYGUES
2980164,FREE MOBILE,ALL,"UMTS 900, LTE 700, LTE 1800, LTE 2600",D105 (LA CROIX DU GROS CHENE) 50530 SARTILLY BAIE BOCAGE,50565,"48.7522,-1.4097",Pylône autostable,"32,6m",TDF
2980705,FREE MOBILE,ALL,"LTE 2100, 5G NR 3500",15 RUE ALPHONSE BRAULT 94600 CHOISY LE ROI,94022,"48.7606,2.4094",Immeuble,26m,Société HLM
2980873,FREE MOBILE,ALL,"LTE 2100, 5G NR 700",D118 (PRE RIEUX) 38330 ST ISMIER,38397,"45.2292,5.8244",Pylône autostable,33m,FREE-MOBILE
2986696,BOUYGUES TELECOM,ALL,"UMTS 900, LTE 700, LTE 800, LTE 1800, LTE 2100, LTE 2600, 5G NR 2100, 5G NR 3500",17 R DE LA PAIX 75002 PARIS 02,75102,"48.8697,2.3314",Immeuble,"31,4m","Copropriété, Syndic, SCI"
2987593,FREE MOBILE,ALL,"LTE 700, LTE 2100, 5G NR 3500",AVENUE DU BORD DES EAUX RESTAURANT CROCODILE 62110 HENIN BEAUMONT,62427,"50.4061,2.9736",Pylône tubulaire,"25,6m",FREE-MOBILE
2988951,BOUYGUES TELECOM,ALL,"UMTS 900, LTE 700, LTE 800, LTE 1800, LTE 2100, 5G NR 2100",11 AVENUE RENÉ FROGER BATIMENT D 05100 BRIANCON,05023,"44.8992,6.6314",Immeuble,28m,"Copropriété, Syndic, SCI"
2989391,SFR,ALL,"LTE 700, LTE 800, LTE 1800, LTE 2100, LTE 2600, 5G NR 2100",4 BOULEVARD XAVIER PAUCHARD 71400 AUTUN,71014,"46.9547,4.2869",Pylône autostable,37m,ON TOWER FRANCE
2989601,FREE MOBILE,ALL,"LTE 2100, 5G NR 3500",10 ALLÉE GABRIEL FAURE 92290 CHATENAY MALABRY,92019,"48.7686,2.2864",Immeuble,"15,8m",Société HLM
2989615,FREE MOBILE,ALL,"UMTS 900, LTE 700, LTE 1800, LTE 2600",9 RUE DES BRUYERES (HIGUERES) 64160 BUROS,64152,"43.3294,-0.3042",Pylône tubulaire,"31,4m",FREE-MOBILE
2991375,BOUYGUES TELECOM,ALL,"LTE 1800, LTE 2100, LTE 2600, 5G NR 3500",18 RUE SÉVERINE (METRO KREMLIN-BICÊTRE HÔP_L14) 94270 LE KREMLIN BICETRE,94043,"48.81,2.35",Intérieur sous-terrain,0m,RATP
2991383,FREE MOBILE,ALL,5G NR 3500,102 RUE DE BICÈTRE (MÉTRO L'HAY LES ROSES L17) 94240 L HAY LES ROSES,94038,"48.775,2.3547",Intérieur sous-terrain,0m,RATP
2991391,BOUYGUES TELECOM,ALL,"LTE 1800, LTE 2100, LTE 2600, 5G NR 3500",8 RUE LATÉRALE (MÉTRO CHEVILLY LARUE PDT L14) 94550 CHEVILLY LARUE,94021,"48.7589,2.3672",Intérieur sous-terrain,0m,RATP
2991399,BOUYGUES TELECOM,ALL,"LTE 1800, LTE 2100, LTE 2600, 5G NR 3500",55 RUE EDOURD VAILLANT (MÉTRO VILLEJUIF_ IGR L14) 94800 VILLEJUIF,94076,"48.7936,2.35",Intérieur sous-terrain,0m,RATP
2991488,FREE MOBILE,ALL,"LTE 2100, 5G NR 3500",7 PLACE DE L'ETANG DU ROY 91410 DOURDAN,91200,"48.5306,2.0033",Bâtiment,"12,9m",Société HLM
2993110,BOUYGUES TELECOM,ALL,"LTE 700, LTE 800, LTE 1800, LTE 2100, LTE 2600, 5G NR 2100, 5G NR 3500",1653 BOULEVARD DE LA PLAGE 66440 TORREILLES,66212,"42.7678,3.0322",Pylône tubulaire,"12,8m",SFR
2996591,SFR,ALL,"LTE 1800, LTE 2100",724  PETITE VERTE RUE 59270 BAILLEUL,59043,"50.7175,2.7425",Pylône autostable,26m,TDF
2996651,BOUYGUES TELECOM,ALL,"UMTS 900, LTE 700, LTE 800, LTE 1800, LTE 2100, LTE 2600, 5G NR 2100",RUE DU CHATEAU VOIE COMMUNALE 4 (LA PIECE DE LA CHICANE) 27120 BOISSET LES PREVANCHES,27076,"48.9786,1.3278",Pylône autostable,"36,8m",BOUYGUES
2996651,SFR,ALL,"UMTS 900, LTE 700, LTE 800, LTE 1800, LTE 2100, LTE 2600, 5G NR 2100",RUE DU CHATEAU VOIE COMMUNALE 4 (LA PIECE DE LA CHICANE) 27120 BOISSET LES PREVANCHES,27076,"48.9786,1.3278",Pylône autostable,"36,8m",BOUYGUES
2996760,FREE MOBILE,ALL,"UMTS 900, LTE 700, LTE 1800, LTE 2600",ROUTE DES BLACHES (TRIBON) 26700 PIERRELATTE,26235,"44.3469,4.6903",Pylône autostable,27m,FREE-MOBILE
2996764,FREE MOBILE,ALL,"UMTS 900, LTE 700, LTE 1800, LTE 2600, 5G NR 700",5 RUE LOUIS HAREL DE LA NOE (LA BOUSSARDIÈRE) 72250 PARIGNE L EVEQUE,72231,"47.9536,0.3117",Pylône autostable,"46,5m",FREE-MOBILE
2996770,FREE MOBILE,ALL,"UMTS 900, LTE 700, LTE 1800, LTE 2600",4 RUE DE BERGKAMEN 92230 GENNEVILLIERS,92036,"48.9211,2.2972",Bâtiment,"27,4m",Société HLM
2999681,BOUYGUES TELECOM,ALL,5G NR 3500,1 AVENUE DIDIER DAURAT 31700 BLAGNAC,31069,"43.6267,1.3831",Pylône tubulaire,31m,CELLNEX
3000023,BOUYGUES TELECOM,ALL,"UMTS 900, LTE 700, LTE 800, LTE 1800, LTE 2100, 5G NR 2100",R ST-VINCENT 28500 OUERRE,28292,"48.7025,1.4597",Pylône autostable,41m,FREE-MOBILE
3000677,FREE MOBILE,ALL,"UMTS 900, LTE 700, LTE 1800, LTE 2600",147 AVENUE DU PROFESSEUR LOUIS RAVAZ RESIDANCE LES CIGALES 34000 MONTPELLIER,34172,"43.6181,3.8528",Bâtiment,"17,4m","État, Ministère"
3003156,FREE MOBILE,ALL,"UMTS 900, LTE 700, LTE 1800, LTE 2100, LTE 2600, 5G NR 3500",CHEMIN DE LA MADELEINE 64000 PAU,64445,"43.3294,-0.3417",Pylône autostable,"38,8m",FREE-MOBILE
3003348,BOUYGUES TELECOM,ALL,"UMTS 900, LTE 700, LTE 800",ACCÈS PAR ALL CELESTE BRINGER PUIS CHEMIN À GAUCHE (LE PAS DU RIEU HAUT) 11390 LAPRADE,11189,"43.4569,2.2625",Pylône autostable,24m,TOTEM
3003348,FREE MOBILE,ALL,UMTS 900,ACCÈS PAR ALL CELESTE BRINGER PUIS CHEMIN À GAUCHE (LE PAS DU RIEU HAUT) 11390 LAPRADE,11189,"43.4569,2.2625",Pylône autostable,24m,TOTEM
3003503,SFR,ALL,"UMTS 900, LTE 700, LTE 800, LTE 1800, LTE 2100, LTE 2600, 5G NR 2100",120 CHEMIN DES TULIPES 34400 LUNEL,34145,"43.6733,4.1411",Immeuble,19m,"Copropriété, Syndic, SCI"
3003687,BOUYGUES TELECOM,ALL,"UMTS 900, LTE 700, LTE 800, LTE 1800, LTE 2100, LTE 2600, 5G NR 2100",921 BD SZ LAURIOL (ROND POINT DE GIRAC) 34830 CLAPIERS,34077,"43.655,3.8711",Pylône tubulaire,"43,3m",BOUYGUES
3004226,ORANGE,ALL,"LTE 700, LTE 800",ROUTE DE BOGUES (AYMAT) 09700 SAVERDUN,09282,"43.2256,1.5647",Pylône autostable,36m,TOTEM
3004377,FREE MOBILE,ALL,"LTE 700, LTE 1800, LTE 2100, 5G NR 3500",RUE DE PAUSOA ERRONDENIA  64700 HENDAYE,64260,"43.3611,-1.7589",Pylône autostable,"32,8m",RTE
3004964,BOUYGUES TELECOM,ALL,"UMTS 900, LTE 700, LTE 800, LTE 1800, LTE 2100, LTE 2600, 5G NR 2100",6 R D'ESPAGNE 28110 LUCE,28218,"48.4386,1.4761",Immeuble,18m,CELLNEX
3006125,SFR,ALL,"LTE 700, LTE 800, LTE 1800, LTE 2100, LTE 2600, 5G NR 3500",423 RUE JEAN QUEILLAU 13014 MARSEILLE 14,13214,"43.3378,5.3856",Immeuble,18m,"Copropriété, Syndic, SCI"
3007845,FREE MOBILE,ALL,"UMTS 900, LTE 700, LTE 1800, LTE 2600",16 RUE DE VALENTON 94700 MAISONS ALFORT,94046,"48.7919,2.4369",Immeuble,23m,Société HLM
3013643,FREE MOBILE,ALL,"LTE 1800, LTE 2600",1 BOULEVARD DE LA CROISETTE 06150 CANNES,06029,"43.5508,7.0175",Bâtiment,27m,"Commune, communauté de communes"
3015441,BOUYGUES TELECOM,ALL,"UMTS 900, LTE 700, LTE 800, LTE 1800, LTE 2100, LTE 2600, 5G NR 2100, 5G NR 3500",PROCHE CHEMIN D'AURAFREDE (LA BUISSIERE) 04800 GREOUX LES BAINS,04094,"43.7517,5.8906",Pylône autostable,20m,CELLNEX
3015441,SFR,ALL,"UMTS 900, LTE 700, LTE 800, LTE 1800, LTE 2100, LTE 2600, 5G NR 2100",PROCHE CHEMIN D'AURAFREDE (LA BUISSIERE) 04800 GREOUX LES BAINS,04094,"43.7517,5.8906",Pylône autostable,20m,CELLNEX
3015780,BOUYGUES TELECOM,ALL,"UMTS 900, LTE 700, LTE 800, LTE 1800, LTE 2100, LTE 2600, 5G NR 2100",21 R DE L'ARTISANAT (ZA DE LANN BORNE) 56450 SURZUR,56248,"47.5722,-2.65",Pylône autostable,"38,5m",CELLNEX
3017597,FREE MOBILE,ALL,5G NR 700,ROUTE DU CHATEAU (LES CINQ PIERRES) 46240 COEUR DE CAUSSE,46138,"44.6378,1.5353",Pylône autostable,"27,8m",Sociétés d'Autoroutes
3018580,FREE MOBILE,ALL,"LTE 700, 5G NR 700",DÉPARTEMENTAL D317 (POMMEY) 70300 STE MARIE EN CHAUX,70470,"47.7917,6.3178",Pylône autostable,25m,ATC FRANCE
3020100,BOUYGUES TELECOM,ALL,"UMTS 900, LTE 700, LTE 800",CHEMIN D'EXPLOITATION PROCHE CHEMIN DU RESERVOIR (AU GRAND LUCHIN) 25520 VAL D USIERS,25060,"46.9503,6.2936",Pylône autostable,"30,5m",CELLNEX
3021452,BOUYGUES TELECOM,ALL,"UMTS 900, LTE 700, LTE 800",CHEMIN D'EXPLOITATION N°202 PROCHE STATION D'ÉPURATION (LA MACAIS) 35500 CHAMPEAUX,35052,"48.1481,-1.3017",Pylône autostable,24m,TOTEM
3021719,BOUYGUES TELECOM,ALL,"UMTS 900, LTE 700, LTE 800, LTE 1800, LTE 2100, LTE 2600, 5G NR 2100",59 AV DANIELLE CASANOVA 14 R LEDRU ROLLIN 94200 IVRY SUR SEINE,94041,"48.8156,2.3833",Immeuble,"29,5m","Copropriété, Syndic, SCI"
3021901,BOUYGUES TELECOM,ALL,"UMTS 900, LTE 700, LTE 800",BARAQUE DE TRINCAL PRÈS RD14 (COL DE MONTRUFFET) 48140 LE MALZIEU FORAIN,48089,"44.8539,3.3967",Pylône autostable,18m,TDF
3021901,FREE MOBILE,ALL,UMTS 900,BARAQUE DE TRINCAL PRÈS RD14 (COL DE MONTRUFFET) 48140 LE MALZIEU FORAIN,48089,"44.8539,3.3967",Pylône autostable,18m,TDF
3022908,BOUYGUES TELECOM,ALL,"UMTS 900, LTE 700, LTE 800, LTE 1800, LTE 2100, LTE 2600, 5G NR 2100, 5G NR 3500",99 AV CHARLES DE GAULLE 91420 MORANGIS,91432,"48.7058,2.3489",Immeuble,"13,4m",Société Privée
3024289,BOUYGUES TELECOM,ALL,"LTE 700, LTE 800, LTE 1800, LTE 2100, LTE 2600, 5G NR 2100",RTE DE DIJON (CHAMP CHARBON) 21310 BEZE,21071,"47.4592,5.2658",Pylône autostable,"40,5m",CELLNEX
3026115,FREE MOBILE,ALL,"LTE 2100, 5G NR 3500",18 AVENUE JEAN MONNET 94450 LIMEIL BREVANNES,94044,"48.7586,2.4806",Pylône autostable,30m,CELLNEX
3027417,BOUYGUES TELECOM,ALL,"UMTS 900, LTE 700, LTE 800, LTE 1800, LTE 2100, LTE 2600, 5G NR 2100",CHEMIN DU PRÉ DES OIES (LE PRÉ DES OIES) 85740 L EPINE,85083,"46.9853,-2.2594",Pylône tubulaire,"30,5m",CELLNEX
3028234,BOUYGUES TELECOM,ALL,5G NR 2100,102 LE PIGEON BLANC (LE HAUT DE LA LANDE) 35460 MAEN ROCH,35257,"48.4172,-1.3878",Pylône autostable,30m,Particulier
3028234,SFR,ALL,"UMTS 900, LTE 700, LTE 800, LTE 1800, LTE 2100, 5G NR 2100",102 LE PIGEON BLANC (LE HAUT DE LA LANDE) 35460 MAEN ROCH,35257,"48.4172,-1.3878",Pylône autostable,30m,Particulier
3029543,BOUYGUES TELECOM,ALL,"UMTS 900, LTE 700, LTE 800, LTE 1800, LTE 2100, LTE 2600, 5G NR 2100",25 R  JEAN MERMOZ 92340 BOURG LA REINE,92014,"48.7872,2.3211",Immeuble,19m,"Copropriété, Syndic, SCI"
3029610,FREE MOBILE,ALL,"UMTS 900, LTE 700, LTE 1800, LTE 2600",31 RUE VANDREZANNE 75013 PARIS 13,75113,"48.8272,2.3542",Bâtiment,"31,6m",Société HLM
3029624,BOUYGUES TELECOM,ALL,"UMTS 900, LTE 700, LTE 800",LE PAS D'OPPEDETTE (LES PLANES) 04110 STE CROIX A LAUZE,04175,"43.9103,5.6106",Pylône autostable,24m,BOUYGUES
3030232,BOUYGUES TELECOM,ALL,"UMTS 900, LTE 700, LTE 800, LTE 1800, LTE 2100, LTE 2600",3 PLACE DE L'EGLISE EGLISE 69380 CHAZAY D AZERGUES,69052,"45.8764,4.7133",Monument religieux,37m,"Commune, communauté de communes"
3032948,BOUYGUES TELECOM,ALL,"UMTS 900, LTE 700, LTE 800, LTE 1800, LTE 2100, LTE 2600, 5G NR 2100",122 R NATIONALE 75013 PARIS 13,75113,"48.8297,2.3653",Immeuble,"45,8m","Copropriété, Syndic, SCI"
3033936,FREE MOBILE,ALL,5G NR 700,2715 ROUTE DE CHAMBÉRY D990 73200 GILLY SUR ISERE,73124,"45.6486,6.3311",Pylône autostable,30m,ATC FRANCE
3034068,BOUYGUES TELECOM,ALL,"UMTS 900, LTE 700, LTE 800, LTE 1800, LTE 2100, LTE 2600, 5G NR 2100",1-5 SQ EDMOND BARBANSON 92220 BAGNEUX,92007,"48.7942,2.3178",Immeuble,"30,7m",Société HLM
3038120,ORANGE,EXT,"LTE 700, LTE 800",129 RUE FRANÇOIS ARAGO (LE NOUVEAU TRAIT) 76580 LE TRAIT,76709,"49.4833,0.8008",Pylône autostable,36m,TOTEM
3038496,FREE MOBILE,ALL,"UMTS 900, LTE 700, LTE 1800, LTE 2600",ROUTE DE TUCHAN (CHEMIN DE VINGRAU) 66600 RIVESALTES,66164,"42.7825,2.8669",Pylône autostable,42m,TDF
3040158,FREE MOBILE,ALL,"LTE 2100, 5G NR 3500",BD DES EUROPEENS / D37 (LE COPIN) 44470 CARQUEFOU,44026,"47.2872,-1.5072",Pylône autostable,36m,FREE-MOBILE
3047313,BOUYGUES TELECOM,ALL,"LTE 800, LTE 1800, LTE 2100, LTE 2600, 5G NR 2100",INTERSECTION D73 AVEC CHEMIN D?EN BOUHIL (BEDIAOU) 31370 SAJAS,31520,"43.3714,1.0417",Pylône tubulaire,25m,SFR
3048049,BOUYGUES TELECOM,ALL,"LTE 700, LTE 800, LTE 1800, LTE 2100, LTE 2600, 5G NR 2100",RUE DU CANAL D'ALSACE PROCHE D52 68490 HOMBOURG,68144,"47.7594,7.5189",Pylône autostable,30m,ATC FRANCE
3049340,BOUYGUES TELECOM,ALL,"UMTS 900, LTE 700, LTE 800, LTE 1800, LTE 2100, LTE 2600, 5G NR 2100",9 R DE LA HOUE 21800 QUETIGNY,21515,"47.3089,5.1053",Pylône autostable,18m,CELLNEX
3049999,BOUYGUES TELECOM,ALL,"UMTS 900, LTE 700, LTE 800",CHEMIN RURAL PROCHE DEPARTEMENTALE 213 (LES VIGNES) 89130 DRACY,89147,"47.7589,3.2592",Pylône autostable,"30,3m",CELLNEX
3057166,FREE MOBILE,ALL,5G NR 3500,94 AVENUE VICTOR HUGO 94100 ST MAUR DES FOSSES,94068,"48.8031,2.4892",Immeuble,24m,"Copropriété, Syndic, SCI"
3060315,SRR,ALL,"GSM 900, UMTS 900, UMTS 2100, LTE 700, LTE 800, LTE 1800, LTE 2100, LTE 2600, 5G NR 3500",184 CHEMIN DES ARGONAUTES 97411 ST PAUL,97415,"-21.0939,55.2428",Pylône autostable,21m,Société Réunionnaise de Radiotéléphonie
3070486,BOUYGUES TELECOM,ALL,5G NR 3500,SILO (LA MONTE A BOUCHA) 86130 JAUNAY MARIGNY,86115,"46.6847,0.3603",Pylône autostable,36m,BOUYGUES
3070981,SFR,ALL,"UMTS 900, LTE 700, LTE 800",CHEMIN DES VIGNES (LA CRAS) 38122 CHALON,38066,"45.4508,4.9439",Pylône autostable,"24,2m",ORANGE
3073170,SFR,ALL,"LTE 700, LTE 800, LTE 1800, LTE 2100, LTE 2600, 5G NR 2100",ROUTE DU PUY MARY D680 (LA MONTAGNOUNE) 15140 SALERS,15219,"45.1436,2.5056",Pylône autostable,36m,ON TOWER FRANCE
3074508,ORANGE,ALL,"LTE 700, LTE 800",RD 7 (LES GROIES TORD) 79260 LA CRECHE,79048,"46.3842,-0.3164",Pylône autostable,36m,ATC FRANCE
3098154,SFR,ALL,"GSM 900, UMTS 900, LTE 700, LTE 800, LTE 1800, LTE 2100, LTE 2600, 5G NR 3500",RTE DE NOTRE DAME DU MAI STATION TDF DE TOULON - CAP SICIE (NOTRE-DAME DE LA GARDE) 83140 SIX FOURS LES PLAGES,83129,"43.0531,5.8456",Bâtiment,14m,TDF
3100619,ORANGE,SUP,LTE 800,ROUTE DE SOUESMES - D29 (LA CHAUX) 18330 NANCAY,18159,"47.3556,2.195",Château d'eau - réservoir,39m,"Commune, communauté de communes"
3105125,FREE MOBILE,ALL,5G NR 3500,RUE DU CIMETIÈRE CHEMIN RURAL N°12 (LE VERGER) 21270 VIELVERGE,21680,"47.2658,5.4564",Pylône autostable,36m,TOTEM
3108995,FREE MOBILE,ALL,"UMTS 900, LTE 700, LTE 1800, LTE 2600",113-115-117 COURS GAMBETTA 69003 LYON 03,69383,"45.7508,4.8572",Immeuble,"39,7m",Société HLM
3110949,ORANGE,AJO,"GSM 900, UMTS 900, LTE 700, LTE 800, LTE 1800, LTE 2100, LTE 2600, 5G NR 3500",CHE VERT (ROCQUEMAY) 59390 SAILLY LEZ LANNOY,59522,"50.6394,3.2433",Pylône autostable,"36,4m",ATC FRANCE
